NaN,6.6,7.9,7.91540853237114,126,23.2121212121212,38.3212121212121,0,0
NaN,6.2,7,7.01628618011951,128.1,17.3212121212121,26.9212121212121,0,0
NaN,6.3,7.6,7.59284356186945,123.1,22.0545454545455,36.8969696969697,0,0
NaN,5.9,8.5,8.49085504182373,123.3,21.5454545454545,47.8848484848485,0,0
NaN,4.6,8.7,8.69012283751378,127.1,18.2,50.9333333333333,1,0
NaN,4.5,8.9,8.89045653420922,126.2,18.0484848484849,53.8242424242424,1,0
NaN,5.8,8.5,8.49191246064442,123.2,24.0181818181818,48.2242424242424,0,0
NaN,4.4,7,6.99617794903221,125.8,12.2848484848485,28.3878787878788,0,0
NaN,5,7.9,7.89619230711848,129.1,0.854545454545454,37.6484848484849,0,0
NaN,3.9,7.8,7.79600213140686,129.4,3.76363636363636,35.769696969697,0,0
NaN,4.5,4.9,4.86707871904895,127,5.1030303030303,7.3030303030303,0,0
NaN,4.7,4.8,4.76734882678291,127.6,3.46060606060606,5.11515151515152,0,0
NaN,4.9,4.8,4.76675022128806,127.5,3.67878787878788,5.18181818181818,0,0
NaN,4.7,4.6,4.5670361431817,127.6,2.83030303030303,4.83030303030303,0,0
NaN,4.8,4.6,4.56738603865179,127.1,3.26666666666667,4.38787878787879,0,0
NaN,3.7,4.7,4.69472037885409,128.7,1.24848484848485,6.67878787878788,0,0
NaN,5.6,8.5,8.49500733950243,125.4,18.3939393939394,47.6909090909091,0,0
NaN,5.9,8.4,8.39690343736536,123.1,19.0121212121212,48.4787878787879,0,0
NaN,5.4,8.1,8.10026970885889,125.2,17.2484848484848,44.4363636363636,0,0
NaN,5.5,7.9,7.90207709425576,124.7,14.7333333333333,40.6969696969697,0,0
NaN,5.7,7.7,7.69954873811307,127,18.2969696969697,38.3272727272727,0,0
NaN,4.8,7.4,7.39882046336006,123.4,9.60606060606061,32.0848484848485,0,0
NaN,7.9,10.1,10.1007163713369,123.9,43.7818181818182,79.0060606060606,0,0
NaN,6.5,9.9,9.89965312915946,126,26.8060606060606,71.7333333333333,0,0
